Ev(kJ/mol),Rv(A),x,y,z,Framework,Adsorbate,Accuracy
-23.322929408782603,2.034,7.728,1.636,3.067,AMIMEP_clean,Kr,S50
-22.314609832231135,1.898,8.465,1.321,3.267,AMIMEP_clean,Kr,S50
-23.112767179101283,1.963,9.158,1.474,3.307,AMIMEP_clean,Kr,S50
-22.921567073534444,1.885,9.19,1.357,3.263,AMIMEP_clean,Kr,S50
-22.810268951504337,1.958,8.159,1.593,3.157,AMIMEP_clean,Kr,S50
-23.28481453339598,1.987,7.19,1.191,2.885,AMIMEP_clean,Kr,S50
-21.979693148535898,1.890,8.265,1.249,3.243,AMIMEP_clean,Kr,S50
-22.871932194984495,1.939,7.881,1.307,3.159,AMIMEP_clean,Kr,S50
-23.381114065213925,2.045,7.667,1.665,3.039,AMIMEP_clean,Kr,S50
-23.80075291865158,2.042,7.501,1.398,3.07,AMIMEP_clean,Kr,S50
-23.467495767248923,2.036,7.673,1.594,3.065,AMIMEP_clean,Kr,S50
-22.746860753509022,1.947,8.894,1.45,3.308,AMIMEP_clean,Kr,S50
-22.568139900256316,1.886,9.045,1.75,3.101,AMIMEP_clean,Kr,S50
-22.984229776760287,1.958,9.081,1.465,3.309,AMIMEP_clean,Kr,S50
-22.704088807382202,1.933,8.464,1.526,3.227,AMIMEP_clean,Kr,S50
-22.152585578994838,1.921,8.138,1.854,2.971,AMIMEP_clean,Kr,S50
-22.739421177363646,1.947,8.189,1.626,3.138,AMIMEP_clean,Kr,S50
-22.193259682213363,1.935,9.53,2.502,2.646,AMIMEP_clean,Kr,S50
-23.923216873815573,2.060,6.924,1.181,2.814,AMIMEP_clean,Kr,S50
-24.267191739889462,2.106,6.833,1.206,2.802,AMIMEP_clean,Kr,S50
-24.509536168202505,2.143,6.788,1.242,2.805,AMIMEP_clean,Kr,S50
-24.336585842311703,2.121,6.796,1.214,2.791,AMIMEP_clean,Kr,S50
-20.884720092327175,1.850,10.937,1.837,2.407,AMIMEP_clean,Kr,S50
-22.66762457392249,1.966,9.701,2.462,2.696,AMIMEP_clean,Kr,S50
-24.852423107992735,2.108,10.133,1.665,3.256,AMIMEP_clean,Kr,S50
-24.03090232836512,2.016,9.669,1.602,3.286,AMIMEP_clean,Kr,S50
-24.82506920019314,2.045,10.974,1.221,2.935,AMIMEP_clean,Kr,S50
-24.923765324413356,2.449,11.027,2.014,3.069,AMIMEP_clean,Kr,S50
-24.289452478301733,2.186,10.398,2.239,2.931,AMIMEP_clean,Kr,S50
-24.808676811040723,2.435,11.239,1.889,2.966,AMIMEP_clean,Kr,S50
-22.229662044619218,1.879,10.57,0.978,3.037,AMIMEP_clean,Kr,S50
-25.15367472111739,2.204,10.444,1.723,3.227,AMIMEP_clean,Kr,S50
-23.342222227953652,1.923,10.778,1.011,2.967,AMIMEP_clean,Kr,S50
-23.930573957054204,2.114,10.204,2.303,2.872,AMIMEP_clean,Kr,S50
-24.09986395647344,2.106,10.186,2.122,2.994,AMIMEP_clean,Kr,S50
-24.768272923925295,2.011,11.336,1.104,2.69,AMIMEP_clean,Kr,S50
-21.063493677604892,1.865,11.004,1.814,2.398,AMIMEP_clean,Kr,S50
-24.78456840160601,2.437,11.297,1.866,2.944,AMIMEP_clean,Kr,S50
-24.923086499686413,2.330,11.323,1.648,2.899,AMIMEP_clean,Kr,S50
-25.08935497156583,2.193,11.188,1.443,2.906,AMIMEP_clean,Kr,S50
-24.972655446068426,2.296,11.331,1.579,2.882,AMIMEP_clean,Kr,S50
-25.285860751806023,2.256,6.497,2.799,2.454,AMIMEP_clean,Kr,S50
-24.939357049971985,2.404,6.224,2.519,2.459,AMIMEP_clean,Kr,S50
-24.652383149585667,2.555,5.976,2.274,2.453,AMIMEP_clean,Kr,S50
-24.78518322167479,2.444,5.827,2.283,2.301,AMIMEP_clean,Kr,S50
-24.660485211455462,2.543,5.678,2.344,2.514,AMIMEP_clean,Kr,S50
-24.665962709572682,2.530,5.854,2.288,2.437,AMIMEP_clean,Kr,S50
-24.647228756587516,2.553,5.918,2.286,2.467,AMIMEP_clean,Kr,S50
-24.696760903322463,2.512,5.904,2.269,2.387,AMIMEP_clean,Kr,S50
-25.07429629918677,2.120,6.526,3.101,2.516,AMIMEP_clean,Kr,S50
-25.293392563696038,2.252,6.227,2.818,2.526,AMIMEP_clean,Kr,S50
-24.64838270184671,2.552,5.718,2.334,2.518,AMIMEP_clean,Kr,S50
-21.969307362072485,1.895,2.903,2.97,2.222,AMIMEP_clean,Kr,S50
-22.60804129987207,1.937,2.777,2.891,2.196,AMIMEP_clean,Kr,S50
-23.901034164817446,1.952,4.372,3.095,2.54,AMIMEP_clean,Kr,S50
-24.518900647343628,2.009,6.402,3.284,2.636,AMIMEP_clean,Kr,S50
-24.549621692566266,2.019,6.428,3.271,2.62,AMIMEP_clean,Kr,S50
-24.259778088332038,1.984,6.423,3.321,2.651,AMIMEP_clean,Kr,S50
-24.69996589510503,1.972,5.186,3.396,3.001,AMIMEP_clean,Kr,S50
-23.877411028586597,1.874,5.341,3.545,3.009,AMIMEP_clean,Kr,S50
-24.725219458188956,1.962,5.131,3.377,2.966,AMIMEP_clean,Kr,S50
-25.330711001919514,2.045,5.096,3.213,2.911,AMIMEP_clean,Kr,S50
-24.631555880091003,1.985,6.249,3.303,2.703,AMIMEP_clean,Kr,S50
-23.98198133860094,1.877,5.362,3.536,3.005,AMIMEP_clean,Kr,S50
-24.69480853773065,2.512,5.611,2.357,2.485,AMIMEP_clean,Kr,S50
-25.64279959610366,2.141,5.363,3.083,2.919,AMIMEP_clean,Kr,S50
-25.500601511783017,2.266,5.22,2.907,2.9,AMIMEP_clean,Kr,S50
-25.539048025826666,2.240,5.197,2.951,2.914,AMIMEP_clean,Kr,S50
-25.56730857284489,2.212,5.198,2.996,2.924,AMIMEP_clean,Kr,S50
-24.718620687632686,1.940,5.75,3.39,2.905,AMIMEP_clean,Kr,S50
-25.604729955129002,2.198,5.29,3.004,2.913,AMIMEP_clean,Kr,S50
-24.670832538754503,2.536,5.559,2.38,2.585,AMIMEP_clean,Kr,S50
-24.673596040193395,2.527,5.594,2.358,2.523,AMIMEP_clean,Kr,S50
-24.89318501245531,2.518,5.119,2.493,2.795,AMIMEP_clean,Kr,S50
-25.44988825859128,2.291,5.193,2.868,2.897,AMIMEP_clean,Kr,S50
-25.183775121878515,2.133,6.756,2.998,2.486,AMIMEP_clean,Kr,S50
-25.153521868646862,2.124,6.898,2.939,2.447,AMIMEP_clean,Kr,S50
-24.68139023721956,2.037,6.728,3.176,2.555,AMIMEP_clean,Kr,S50
-25.020572350022466,2.109,6.604,3.106,2.514,AMIMEP_clean,Kr,S50
-21.357683625931422,1.887,8.634,3.058,2.297,AMIMEP_clean,Kr,S50
-23.711863314250603,1.922,10.544,3.219,2.646,AMIMEP_clean,Kr,S50
-15.106003261030267,2.310,2.04,8.432,17.478,AMIMEP_clean,Kr,S50
-8.836998213713063,3.039,1.829,8.651,16.396,AMIMEP_clean,Kr,S50
-14.911949369169232,2.333,2.037,8.441,17.444,AMIMEP_clean,Kr,S50
-13.726603428752307,2.205,1.663,7.812,16.878,AMIMEP_clean,Kr,S50
-15.17940497535859,1.990,1.903,8.014,17.501,AMIMEP_clean,Kr,S50
-13.586405205503102,2.238,1.671,7.844,16.858,AMIMEP_clean,Kr,S50
-9.89121755089139,1.895,-0.604,8.077,16.79,AMIMEP_clean,Kr,S50
-9.042523559580896,1.848,-0.819,8.197,16.949,AMIMEP_clean,Kr,S50
-10.85929330281755,2.281,-0.584,8.347,16.499,AMIMEP_clean,Kr,S50
-15.380179364684924,1.866,3.394,8.371,18.062,AMIMEP_clean,Kr,S50
-15.991521673994432,2.390,3.861,8.814,17.531,AMIMEP_clean,Kr,S50
-15.796071253414691,2.436,3.647,8.819,17.546,AMIMEP_clean,Kr,S50
-16.553641701465697,2.295,3.562,8.688,17.659,AMIMEP_clean,Kr,S50
-16.30556988313596,1.927,4.036,8.406,17.731,AMIMEP_clean,Kr,S50
-14.792592944014734,2.609,3.859,8.994,17.393,AMIMEP_clean,Kr,S50
-15.111228184509901,2.213,5.32,8.374,16.985,AMIMEP_clean,Kr,S50
-14.664178463052979,2.428,4.382,8.791,17.202,AMIMEP_clean,Kr,S50
-14.640819623524509,2.559,4.03,8.943,17.319,AMIMEP_clean,Kr,S50
-14.865317944645152,1.867,6.686,7.675,17.231,AMIMEP_clean,Kr,S50
-14.563050631903081,2.313,5.535,8.32,16.81,AMIMEP_clean,Kr,S50
-16.152428459565385,1.982,6.545,7.842,17.121,AMIMEP_clean,Kr,S50
-15.443461572927934,2.178,5.884,8.174,16.904,AMIMEP_clean,Kr,S50
-16.801100918546823,1.945,-0.258,9.989,18.773,AMIMEP_clean,Kr,S50
-5.066647055640049,4.097,1.808,9.236,15.356,AMIMEP_clean,Kr,S50
-11.907617640106496,2.375,-1.103,8.731,16.684,AMIMEP_clean,Kr,S50
-8.511205938573633,2.927,-0.827,8.906,16.077,AMIMEP_clean,Kr,S50
-5.31102317728829,3.660,-0.293,9.061,15.288,AMIMEP_clean,Kr,S50
-12.880611252286558,2.829,0.722,10.167,17.401,AMIMEP_clean,Kr,S50
-10.070749845778883,3.098,1.496,9.817,16.96,AMIMEP_clean,Kr,S50
-6.9709630741882,3.238,-0.665,9.017,15.758,AMIMEP_clean,Kr,S50
-11.990570335976352,2.893,1.244,9.972,17.312,AMIMEP_clean,Kr,S50
-4.271317853798324,4.362,1.319,9.424,14.937,AMIMEP_clean,Kr,S50
-18.022337501156585,2.110,-0.134,10.065,18.482,AMIMEP_clean,Kr,S50
-4.893602490566461,4.199,1.824,9.315,15.279,AMIMEP_clean,Kr,S50
-4.754645594446916,4.240,1.775,9.317,15.207,AMIMEP_clean,Kr,S50
-7.578886621541734,3.407,0.846,9.903,16.282,AMIMEP_clean,Kr,S50
-6.949067689538977,3.709,2.12,9.399,16.131,AMIMEP_clean,Kr,S50
-4.315153999424136,4.304,0.948,9.565,14.955,AMIMEP_clean,Kr,S50
-4.007169328594179,4.445,0.9,9.485,14.752,AMIMEP_clean,Kr,S50
-14.941039614099733,2.577,3.72,8.943,17.432,AMIMEP_clean,Kr,S50
-14.321022787783914,2.686,3.785,9.048,17.352,AMIMEP_clean,Kr,S50
-16.255786554198178,2.447,3.838,9.042,17.633,AMIMEP_clean,Kr,S50
-16.301929129658095,2.163,6.698,7.914,16.878,AMIMEP_clean,Kr,S50
-16.04334353011821,1.936,6.783,7.683,17.131,AMIMEP_clean,Kr,S50
-16.473200906612366,2.160,7.079,7.69,16.823,AMIMEP_clean,Kr,S50
-14.590724489813821,2.446,7.296,7.798,16.481,AMIMEP_clean,Kr,S50
-13.75572832386694,1.931,7.768,7.962,16.963,AMIMEP_clean,Kr,S50
-15.01062397866812,2.364,6.82,8.003,16.625,AMIMEP_clean,Kr,S50
-14.77497325961904,2.410,7.08,7.885,16.536,AMIMEP_clean,Kr,S50
-15.9061030248834,2.268,7.265,7.675,16.687,AMIMEP_clean,Kr,S50
-16.41636571484682,2.094,7.205,7.566,16.897,AMIMEP_clean,Kr,S50
-11.281259277716917,2.042,9.333,8.284,16.465,AMIMEP_clean,Kr,S50
-10.61962777979629,2.496,-1.494,8.598,16.289,AMIMEP_clean,Kr,S50
-14.491545587706568,2.572,3.562,8.876,17.376,AMIMEP_clean,Kr,S50
-8.952266901593086,3.406,3.382,9.392,16.529,AMIMEP_clean,Kr,S50
-17.722568635904214,1.877,3.458,10.16,18.549,AMIMEP_clean,Kr,S50
-10.786723748371887,3.075,3.231,9.797,16.944,AMIMEP_clean,Kr,S50
-16.410988008785633,2.041,2.611,8.371,17.732,AMIMEP_clean,Kr,S50
-12.359290317601497,2.886,3.14,10.012,17.204,AMIMEP_clean,Kr,S50
-13.719935028602986,2.605,2.496,10.144,17.499,AMIMEP_clean,Kr,S50
-12.10603750193073,2.958,3.701,9.214,17.056,AMIMEP_clean,Kr,S50
-16.945234736232813,2.179,2.591,10.204,18.013,AMIMEP_clean,Kr,S50
-8.74174411194894,3.444,3.352,9.412,16.486,AMIMEP_clean,Kr,S50
-10.953996320936751,3.058,3.166,9.89,16.973,AMIMEP_clean,Kr,S50
-16.898057911252657,2.339,3.767,9.474,17.815,AMIMEP_clean,Kr,S50
-15.690320060842483,2.497,3.775,9.384,17.617,AMIMEP_clean,Kr,S50
-12.932959609413771,2.813,3.164,10.022,17.293,AMIMEP_clean,Kr,S50
-8.00704370450668,3.594,3.23,9.5,16.325,AMIMEP_clean,Kr,S50
-14.245611748339519,2.537,2.068,10.191,17.618,AMIMEP_clean,Kr,S50
-11.093670232924032,3.045,3.164,9.903,16.997,AMIMEP_clean,Kr,S50
-7.824843311231056,3.633,3.195,9.523,16.282,AMIMEP_clean,Kr,S50
-14.683111525202966,2.501,1.867,10.216,17.701,AMIMEP_clean,Kr,S50
-17.47747924137784,2.065,4.035,9.506,17.982,AMIMEP_clean,Kr,S50
-12.998200358029408,2.703,4.0,9.27,17.14,AMIMEP_clean,Kr,S50
-11.722063888941857,2.958,3.819,9.198,16.959,AMIMEP_clean,Kr,S50
-15.944410647675845,2.176,4.26,9.434,17.613,AMIMEP_clean,Kr,S50
-14.949436347531948,2.342,4.249,9.333,17.405,AMIMEP_clean,Kr,S50
-11.943693945878923,2.653,5.275,8.568,16.477,AMIMEP_clean,Kr,S50
-11.254703619972474,2.745,5.107,8.682,16.425,AMIMEP_clean,Kr,S50
-11.024744464672665,2.954,4.056,9.141,16.763,AMIMEP_clean,Kr,S50
-11.361816927186608,2.731,5.234,8.621,16.399,AMIMEP_clean,Kr,S50
-11.36245151348519,2.978,3.877,9.195,16.88,AMIMEP_clean,Kr,S50
-12.426038699821435,2.568,5.738,8.456,16.449,AMIMEP_clean,Kr,S50
-12.35879109591244,2.587,6.302,8.327,16.331,AMIMEP_clean,Kr,S50
-13.180767263208555,2.705,3.235,10.215,17.265,AMIMEP_clean,Kr,S50
-13.488879055999304,2.669,3.234,10.239,17.308,AMIMEP_clean,Kr,S50
-13.071998921470808,2.745,3.202,10.163,17.27,AMIMEP_clean,Kr,S50
-11.830481849012955,2.817,3.316,10.18,17.026,AMIMEP_clean,Kr,S50
-9.62719692604468,3.166,3.908,9.245,16.543,AMIMEP_clean,Kr,S50
-6.932272463186982,3.632,3.836,9.377,15.883,AMIMEP_clean,Kr,S50
-7.638293038730348,3.625,3.358,9.456,16.194,AMIMEP_clean,Kr,S50
-4.750023908537202,4.206,3.957,9.579,14.991,AMIMEP_clean,Kr,S50
-5.437055060379775,4.103,3.513,9.532,15.386,AMIMEP_clean,Kr,S50
-7.323763341367906,3.317,3.905,10.372,15.776,AMIMEP_clean,Kr,S50
-5.472570736386279,3.644,5.006,10.395,14.959,AMIMEP_clean,Kr,S50
-8.681067823915775,2.948,5.128,11.095,15.524,AMIMEP_clean,Kr,S50
-13.91488739057647,2.284,4.61,11.589,16.383,AMIMEP_clean,Kr,S50
-6.692694785414488,3.515,3.749,10.136,15.711,AMIMEP_clean,Kr,S50
-4.77277305321549,4.258,3.856,9.497,15.016,AMIMEP_clean,Kr,S50
-6.513838217716459,3.859,3.342,9.511,15.841,AMIMEP_clean,Kr,S50
-12.513179179577358,2.079,6.365,8.938,16.576,AMIMEP_clean,Kr,S50
-10.920270933701648,2.785,5.195,8.653,16.337,AMIMEP_clean,Kr,S50
-9.322857405860143,2.928,6.03,8.554,15.876,AMIMEP_clean,Kr,S50
-6.919670144542719,3.279,5.41,10.93,15.126,AMIMEP_clean,Kr,S50
-5.707663627578462,3.567,5.366,10.642,14.888,AMIMEP_clean,Kr,S50
-6.389406857818832,3.397,5.419,10.826,15.019,AMIMEP_clean,Kr,S50
-10.731792764107738,2.462,5.867,10.824,15.907,AMIMEP_clean,Kr,S50
-8.139245175660442,2.952,5.663,10.789,15.44,AMIMEP_clean,Kr,S50
-11.99055200234561,2.288,5.824,11.199,16.029,AMIMEP_clean,Kr,S50
-10.051974656716101,2.579,5.8,10.773,15.807,AMIMEP_clean,Kr,S50
-9.88574302533449,2.626,5.814,10.848,15.741,AMIMEP_clean,Kr,S50
-7.556524839202876,3.100,5.567,10.877,15.288,AMIMEP_clean,Kr,S50
-5.508497116017199,3.624,5.311,10.563,14.858,AMIMEP_clean,Kr,S50
-15.455708786337036,2.257,2.158,10.454,17.749,AMIMEP_clean,Kr,S50
-14.474395690240957,2.452,2.5,10.287,17.58,AMIMEP_clean,Kr,S50
-24.497510510346014,2.463,0.093,1.983,2.613,AMIMEP_clean,Kr,S50
-24.793602596579856,2.463,0.142,1.786,2.902,AMIMEP_clean,Kr,S50
-21.319336464802028,1.877,2.057,2.078,2.873,AMIMEP_clean,Kr,S50
-25.07528366911538,2.274,0.682,1.709,3.174,AMIMEP_clean,Kr,S50
-24.6374834352915,2.244,0.387,2.204,2.175,AMIMEP_clean,Kr,S50
-23.49331109793418,1.949,0.313,1.051,2.82,AMIMEP_clean,Kr,S50
-22.380207762619285,1.915,2.099,1.523,3.434,AMIMEP_clean,Kr,S50
-24.686303104346223,2.307,0.368,2.233,2.257,AMIMEP_clean,Kr,S50
-24.658967427855515,2.540,-0.055,1.823,2.774,AMIMEP_clean,Kr,S50
-23.007369619437558,1.911,0.313,0.987,2.8,AMIMEP_clean,Kr,S50
-24.913596484209055,2.149,0.964,1.622,3.258,AMIMEP_clean,Kr,S50
-21.556433222780832,1.911,2.387,1.495,3.465,AMIMEP_clean,Kr,S50
-24.96955087639017,2.174,0.938,1.649,3.256,AMIMEP_clean,Kr,S50
-23.983086376131357,2.001,1.526,1.603,3.348,AMIMEP_clean,Kr,S50
-24.76086364152475,2.284,0.425,2.281,2.192,AMIMEP_clean,Kr,S50
-25.01872756427792,2.362,0.409,1.72,3.07,AMIMEP_clean,Kr,S50
-19.037873293962605,1.838,0.344,1.768,1.756,AMIMEP_clean,Kr,S50
-24.270680914376072,2.108,-0.026,1.465,2.275,AMIMEP_clean,Kr,S50
-23.64310546272842,1.923,-0.179,0.666,2.311,AMIMEP_clean,Kr,S50
-20.88309221332852,1.871,0.072,1.387,1.948,AMIMEP_clean,Kr,S50
-24.52200073629737,2.489,0.052,1.943,2.663,AMIMEP_clean,Kr,S50
-24.5064111955735,2.450,0.138,1.973,2.659,AMIMEP_clean,Kr,S50
-23.459349964221083,1.917,-0.18,0.643,2.301,AMIMEP_clean,Kr,S50
-24.85271639111592,2.036,-0.165,0.92,2.402,AMIMEP_clean,Kr,S50
-24.81106032001735,2.425,-0.111,1.622,2.667,AMIMEP_clean,Kr,S50
-23.981904670596215,2.173,0.92,2.197,2.664,AMIMEP_clean,Kr,S50
-24.43559116370348,2.340,0.407,2.039,2.685,AMIMEP_clean,Kr,S50
-24.553481198920274,2.441,5.65,2.241,2.488,AMIMEP_clean,Kr,S50
-24.29254219852382,2.182,5.686,1.992,2.322,AMIMEP_clean,Kr,S50
-24.65166430749352,1.975,5.914,2.115,1.361,AMIMEP_clean,Kr,S50
-25.016338097598094,2.310,5.787,2.267,2.088,AMIMEP_clean,Kr,S50
-16.321347573460425,2.009,0.32,11.179,17.849,AMIMEP_clean,Kr,S50
-17.02629113875894,2.303,0.483,10.724,17.959,AMIMEP_clean,Kr,S50
-22.866839783327105,1.989,6.812,1.053,2.736,AMIMEP_clean,Kr,S50
-24.77937800690344,2.029,6.496,1.153,3.037,AMIMEP_clean,Kr,S50
-24.771262383449304,2.026,6.526,1.146,3.013,AMIMEP_clean,Kr,S50
-25.058764791790633,2.107,6.528,1.25,3.014,AMIMEP_clean,Kr,S50
-24.538801326234296,2.509,6.072,2.168,2.525,AMIMEP_clean,Kr,S50
-20.558627384295466,1.872,6.931,0.936,2.736,AMIMEP_clean,Kr,S50
-23.55217637700898,2.025,6.919,1.126,2.803,AMIMEP_clean,Kr,S50
-22.483169494531687,1.912,1.908,2.711,2.365,AMIMEP_clean,Kr,S50
-23.795647661909534,1.997,10.435,3.151,2.742,AMIMEP_clean,Kr,S50
-22.606239040465177,1.893,10.071,3.175,2.638,AMIMEP_clean,Kr,S50
-16.92130838394387,2.462,-0.128,9.058,6.42,AMIMEP_clean,Kr,S50
-19.55080571548477,2.010,-0.611,9.041,5.746,AMIMEP_clean,Kr,S50
-16.47106520471741,2.501,1.628,9.044,6.499,AMIMEP_clean,Kr,S50
-16.566014719488862,2.547,-0.227,9.133,6.476,AMIMEP_clean,Kr,S50
-15.62645670570855,2.473,0.907,9.038,6.562,AMIMEP_clean,Kr,S50
-14.87741972072888,2.583,0.719,9.101,6.668,AMIMEP_clean,Kr,S50
-11.814437272894828,3.089,0.702,9.544,7.13,AMIMEP_clean,Kr,S50
-17.173965481872376,2.385,-0.017,8.987,6.372,AMIMEP_clean,Kr,S50
-11.98618936343704,3.069,1.061,9.451,7.118,AMIMEP_clean,Kr,S50
-12.670843279187473,3.000,1.339,9.406,7.028,AMIMEP_clean,Kr,S50
-16.893185290226263,1.873,10.884,9.54,5.712,AMIMEP_clean,Kr,S50
-19.887284153844533,2.259,-0.83,9.092,6.066,AMIMEP_clean,Kr,S50
-16.58356490418493,2.365,0.523,10.673,17.884,AMIMEP_clean,Kr,S50
-16.251212796782635,1.939,-0.276,10.224,18.739,AMIMEP_clean,Kr,S50
-23.9172140389517,1.930,4.443,1.802,3.735,AMIMEP_clean,Kr,S50
-24.72271742347889,2.134,4.98,2.02,3.353,AMIMEP_clean,Kr,S50
-24.76010447937857,2.046,4.777,1.943,3.501,AMIMEP_clean,Kr,S50
-21.425701271634658,1.893,2.445,1.491,3.504,AMIMEP_clean,Kr,S50
-24.876227002599073,2.060,6.256,1.331,3.086,AMIMEP_clean,Kr,S50
-24.445981987389885,1.964,6.033,1.339,3.248,AMIMEP_clean,Kr,S50
-24.60766457062241,2.020,6.376,1.16,3.15,AMIMEP_clean,Kr,S50
-23.570195806396665,1.923,6.265,1.079,3.316,AMIMEP_clean,Kr,S50
-21.584634042444836,1.834,6.123,1.012,3.5,AMIMEP_clean,Kr,S50
-22.131148946563897,1.849,3.469,1.785,3.538,AMIMEP_clean,Kr,S50
-24.791610088518723,2.218,4.917,2.149,3.285,AMIMEP_clean,Kr,S50
-20.695652620700645,1.831,3.552,1.696,3.745,AMIMEP_clean,Kr,S50
-24.797394048337267,2.375,4.955,2.344,3.081,AMIMEP_clean,Kr,S50
-23.91988171017223,2.008,4.316,1.922,3.698,AMIMEP_clean,Kr,S50
-24.828039274134277,2.149,4.741,2.092,3.406,AMIMEP_clean,Kr,S50
-24.802224173102914,2.317,4.873,2.286,3.195,AMIMEP_clean,Kr,S50
-24.270810706230687,2.043,4.387,1.977,3.63,AMIMEP_clean,Kr,S50
-24.752478635418992,2.178,4.645,2.146,3.404,AMIMEP_clean,Kr,S50
-24.794964502868716,2.262,4.773,2.237,3.277,AMIMEP_clean,Kr,S50
-23.28748245854749,1.929,3.84,1.959,3.396,AMIMEP_clean,Kr,S50
-24.469190651397486,2.475,5.822,2.197,2.626,AMIMEP_clean,Kr,S50
-24.828762417504755,2.461,5.071,2.431,2.926,AMIMEP_clean,Kr,S50
-22.26064849617797,1.884,11.308,2.792,3.417,AMIMEP_clean,Kr,S50
-24.655431690976446,2.538,11.702,1.944,2.921,AMIMEP_clean,Kr,S50
-24.900443434422822,2.284,11.202,2.417,3.223,AMIMEP_clean,Kr,S50
-25.38865690028846,2.193,-0.101,1.855,3.481,AMIMEP_clean,Kr,S50
-25.605445952723986,2.142,11.664,2.057,3.66,AMIMEP_clean,Kr,S50
-24.79315779960107,2.467,-0.334,1.875,2.998,AMIMEP_clean,Kr,S50
-24.89479938977582,2.515,11.263,2.128,3.095,AMIMEP_clean,Kr,S50
-25.156658879890575,2.405,11.301,2.139,3.275,AMIMEP_clean,Kr,S50
-25.259384277556457,2.270,-0.049,1.821,3.332,AMIMEP_clean,Kr,S50
-25.491369156667506,2.163,-0.368,1.953,3.57,AMIMEP_clean,Kr,S50
-24.657541343574966,2.544,-0.077,1.827,2.781,AMIMEP_clean,Kr,S50
-24.65670516142292,2.539,11.806,1.907,2.898,AMIMEP_clean,Kr,S50
-24.693187338993294,2.530,11.589,1.986,2.965,AMIMEP_clean,Kr,S50
-24.52316731888775,2.488,11.79,2.019,2.842,AMIMEP_clean,Kr,S50
-24.863501381309014,2.486,11.239,2.193,3.082,AMIMEP_clean,Kr,S50
-24.680495314224416,2.532,11.617,1.975,2.953,AMIMEP_clean,Kr,S50
-24.55949193061264,2.483,11.663,2.055,2.895,AMIMEP_clean,Kr,S50
-24.046183354479396,2.089,4.959,2.538,3.427,AMIMEP_clean,Kr,S50
-24.693986345591906,2.202,5.021,2.537,3.256,AMIMEP_clean,Kr,S50
-17.390320558547735,1.983,-0.062,8.587,6.199,AMIMEP_clean,Kr,S50
-14.03552962531564,1.831,2.057,8.35,6.044,AMIMEP_clean,Kr,S50
-17.677797811514726,2.212,1.868,8.748,6.301,AMIMEP_clean,Kr,S50
-15.898236721374225,1.912,2.014,8.436,6.103,AMIMEP_clean,Kr,S50
-23.960988458500186,1.945,11.378,3.006,2.484,AMIMEP_clean,Kr,S50
-24.80464556759874,2.325,11.039,2.523,3.004,AMIMEP_clean,Kr,S50
-23.813804470277713,2.060,11.087,2.744,3.308,AMIMEP_clean,Kr,S50
-24.357292019061727,2.014,-0.328,2.758,2.272,AMIMEP_clean,Kr,S50
-24.34416837034492,2.009,11.292,2.918,2.594,AMIMEP_clean,Kr,S50
-24.401325111783905,2.037,-0.309,2.714,2.287,AMIMEP_clean,Kr,S50
-24.462807420166833,2.245,-0.135,2.348,2.421,AMIMEP_clean,Kr,S50
-25.092112609415945,2.123,0.419,2.595,1.95,AMIMEP_clean,Kr,S50
-23.114465580511734,1.891,0.048,3.032,1.856,AMIMEP_clean,Kr,S50
-24.58617186837247,2.016,0.2,2.798,1.9,AMIMEP_clean,Kr,S50
-24.38502617032063,2.003,-0.29,2.759,2.243,AMIMEP_clean,Kr,S50
-24.80441561690631,2.080,0.031,2.636,2.11,AMIMEP_clean,Kr,S50
-24.527986394036827,2.217,-0.092,2.391,2.361,AMIMEP_clean,Kr,S50
-16.706308209747757,2.615,-0.735,9.158,6.546,AMIMEP_clean,Kr,S50
-16.269588906165136,2.658,-0.713,9.165,6.603,AMIMEP_clean,Kr,S50
-17.234328189445506,1.939,11.141,8.385,6.257,AMIMEP_clean,Kr,S50
-15.054279817026055,1.871,11.089,8.247,6.262,AMIMEP_clean,Kr,S50
-18.013442804619128,2.300,-0.918,8.754,6.472,AMIMEP_clean,Kr,S50
-24.48987866641897,2.079,10.592,2.96,2.832,AMIMEP_clean,Kr,S50
-24.778764362586287,2.238,10.872,2.665,2.957,AMIMEP_clean,Kr,S50
-16.818606937645356,2.592,-0.766,9.184,6.531,AMIMEP_clean,Kr,S50
-19.554239748536116,2.033,10.896,9.608,5.952,AMIMEP_clean,Kr,S50
-14.181679465539,2.105,7.322,10.854,7.755,AMIMEP_clean,Kr,S50
-11.865076240455819,2.678,7.538,11.09,8.275,AMIMEP_clean,Kr,S50
-14.743362482509585,2.272,9.097,10.45,7.494,AMIMEP_clean,Kr,S50
-14.416387418445634,2.331,9.078,10.478,7.571,AMIMEP_clean,Kr,S50
-11.77095255401077,2.700,7.41,11.121,8.294,AMIMEP_clean,Kr,S50
-12.042134274492795,2.667,7.421,11.136,8.254,AMIMEP_clean,Kr,S50
-13.197199610617368,2.438,8.321,10.802,7.962,AMIMEP_clean,Kr,S50
-12.044793296984494,2.657,7.528,11.105,8.249,AMIMEP_clean,Kr,S50
-11.50322438787081,2.738,7.318,11.134,8.338,AMIMEP_clean,Kr,S50
-15.028809930561188,2.338,7.278,11.402,7.826,AMIMEP_clean,Kr,S50
-11.109270743255706,2.825,6.974,11.231,8.411,AMIMEP_clean,Kr,S50
