Ev(kJ/mol),Rv(A),x,y,z,Framework,Adsorbate,Accuracy
-6.549606649192359,3.433,7.505,10.812,9.324,AMIMEP_clean,Kr,S50
-9.275646291497198,3.008,7.191,11.067,8.716,AMIMEP_clean,Kr,S50
-2.7000373067101755,5.432,7.132,10.478,11.867,AMIMEP_clean,Kr,S50
-2.7495973759371055,5.467,6.663,10.658,11.924,AMIMEP_clean,Kr,S50
-2.7267229329681877,5.451,6.848,10.598,11.9,AMIMEP_clean,Kr,S50
-2.7972569255410327,5.372,6.63,10.714,11.807,AMIMEP_clean,Kr,S50
-2.729769739342898,5.473,6.573,10.632,11.95,AMIMEP_clean,Kr,S50
-2.717442304751122,5.443,6.956,10.553,11.889,AMIMEP_clean,Kr,S50
-2.613343279901079,5.574,8.656,9.761,11.698,AMIMEP_clean,Kr,S50
-2.6256705742521183,5.486,8.197,9.989,11.745,AMIMEP_clean,Kr,S50
-12.309261148715613,1.990,5.239,11.019,7.686,AMIMEP_clean,Kr,S50
-11.499413802444277,2.391,5.347,11.103,8.197,AMIMEP_clean,Kr,S50
-3.784470882253068,4.432,4.871,11.148,10.59,AMIMEP_clean,Kr,S50
-5.571076544187632,3.626,2.558,10.245,9.077,AMIMEP_clean,Kr,S50
-4.473461127061794,3.961,2.88,10.404,9.651,AMIMEP_clean,Kr,S50
-10.266959228796683,2.941,6.63,11.363,8.569,AMIMEP_clean,Kr,S50
-10.837122419655884,2.864,6.84,11.288,8.464,AMIMEP_clean,Kr,S50
-3.0464698853399725,4.971,8.681,10.014,11.001,AMIMEP_clean,Kr,S50
-2.613387002494003,5.603,8.849,9.697,11.688,AMIMEP_clean,Kr,S50
-3.2055947990068203,4.840,8.766,10.044,10.833,AMIMEP_clean,Kr,S50
-3.2000795956248864,4.883,9.012,9.968,10.817,AMIMEP_clean,Kr,S50
-3.361887954429845,4.737,8.929,10.037,10.674,AMIMEP_clean,Kr,S50
-3.466452827819938,4.649,8.853,10.085,10.593,AMIMEP_clean,Kr,S50
-3.566637143756036,4.593,9.04,10.022,10.483,AMIMEP_clean,Kr,S50
-6.949263209685764,3.395,9.251,10.205,8.978,AMIMEP_clean,Kr,S50
-3.16863155005057,4.913,9.017,9.957,10.85,AMIMEP_clean,Kr,S50
-3.1353300670173967,4.907,8.775,10.019,10.906,AMIMEP_clean,Kr,S50
-6.350147325659354,3.444,4.351,12.126,9.842,AMIMEP_clean,Kr,S50
-5.671231582909643,3.624,4.284,11.949,9.991,AMIMEP_clean,Kr,S50
-5.513731352940167,3.668,4.422,11.892,10.02,AMIMEP_clean,Kr,S50
-6.306724320476359,3.487,3.86,12.128,9.869,AMIMEP_clean,Kr,S50
-11.152722799179722,2.709,4.103,12.951,9.182,AMIMEP_clean,Kr,S50
-7.444176164500549,3.242,3.909,12.375,9.664,AMIMEP_clean,Kr,S50
-3.912219788194154,4.382,3.555,11.316,10.598,AMIMEP_clean,Kr,S50
-4.43693989859633,4.060,4.121,11.542,10.356,AMIMEP_clean,Kr,S50
-3.1546138263259884,4.969,3.36,10.805,11.038,AMIMEP_clean,Kr,S50
-15.748916673264016,1.908,4.827,14.041,8.336,AMIMEP_clean,Kr,S50
-18.278530842930916,2.168,5.655,13.811,8.55,AMIMEP_clean,Kr,S50
-13.810476133799963,2.564,5.713,13.245,9.006,AMIMEP_clean,Kr,S50
-11.665629474617411,2.572,6.408,12.01,8.546,AMIMEP_clean,Kr,S50
-16.983976313763254,2.297,5.675,13.611,8.713,AMIMEP_clean,Kr,S50
-16.014854644175273,2.170,4.207,13.656,8.627,AMIMEP_clean,Kr,S50
-10.20455136564329,2.774,4.6,12.841,9.302,AMIMEP_clean,Kr,S50
-6.5809056158674215,3.540,5.844,12.132,9.852,AMIMEP_clean,Kr,S50
-18.602864994423953,2.029,5.58,14.032,8.368,AMIMEP_clean,Kr,S50
-14.312840056044713,2.497,5.625,13.31,8.956,AMIMEP_clean,Kr,S50
-14.015170462732083,2.415,4.158,13.32,8.898,AMIMEP_clean,Kr,S50
-14.851501257934414,1.934,7.446,11.694,7.538,AMIMEP_clean,Kr,S50
-17.763366395074602,2.113,2.729,13.935,8.789,AMIMEP_clean,Kr,S50
-13.147451223217823,1.866,2.61,14.557,8.639,AMIMEP_clean,Kr,S50
-17.861464956942775,2.223,2.782,14.015,8.929,AMIMEP_clean,Kr,S50
-13.839046771970665,1.853,3.407,14.27,8.595,AMIMEP_clean,Kr,S50
-17.450412113924468,2.281,2.807,13.914,8.966,AMIMEP_clean,Kr,S50
-13.576167993283217,1.881,2.64,14.545,8.648,AMIMEP_clean,Kr,S50
-14.915658559094602,1.893,3.005,14.405,8.676,AMIMEP_clean,Kr,S50
-16.262690828067768,1.962,2.822,14.402,8.735,AMIMEP_clean,Kr,S50
-16.463231515895597,2.069,3.715,13.865,8.67,AMIMEP_clean,Kr,S50
-17.556023806289605,2.036,2.819,14.286,8.794,AMIMEP_clean,Kr,S50
-15.279900284938662,1.907,2.972,14.402,8.688,AMIMEP_clean,Kr,S50
-11.562990573476297,2.812,2.813,13.176,9.491,AMIMEP_clean,Kr,S50
-13.697128767881196,1.936,2.353,13.158,8.545,AMIMEP_clean,Kr,S50
-8.576203599347656,3.165,2.889,12.732,9.781,AMIMEP_clean,Kr,S50
-8.796361069711677,3.143,2.806,12.765,9.763,AMIMEP_clean,Kr,S50
-16.327659582734412,2.096,3.872,13.798,8.661,AMIMEP_clean,Kr,S50
-6.577299008159162,3.189,1.914,11.317,9.191,AMIMEP_clean,Kr,S50
-3.4830861119029035,4.726,2.707,11.111,10.925,AMIMEP_clean,Kr,S50
-4.44631079937977,4.154,3.093,11.65,10.52,AMIMEP_clean,Kr,S50
-3.7817891578516316,4.491,3.209,11.298,10.742,AMIMEP_clean,Kr,S50
-3.3389520572114924,4.813,2.662,10.967,10.955,AMIMEP_clean,Kr,S50
-3.4073699868096106,4.768,2.893,11.055,10.95,AMIMEP_clean,Kr,S50
-3.2185943451916357,4.914,3.28,10.877,11.016,AMIMEP_clean,Kr,S50
-9.499819989937109,3.035,0.995,10.37,7.824,AMIMEP_clean,Kr,S50
-10.528278572645632,1.837,0.994,11.623,7.151,AMIMEP_clean,Kr,S50
-7.207076018547476,3.040,1.839,11.36,9.024,AMIMEP_clean,Kr,S50
-8.367397913476587,3.051,1.2,10.574,8.208,AMIMEP_clean,Kr,S50
-12.291159691855519,2.051,9.465,11.283,8.162,AMIMEP_clean,Kr,S50
-6.083372127825207,3.135,-1.372,10.467,9.206,AMIMEP_clean,Kr,S50
-9.853460205666972,1.911,9.652,12.323,8.869,AMIMEP_clean,Kr,S50
-4.315755894283222,4.203,-1.416,9.532,9.771,AMIMEP_clean,Kr,S50
-10.617399888033606,2.011,10.475,11.674,8.787,AMIMEP_clean,Kr,S50
-3.4452435265504517,4.619,10.266,9.63,10.46,AMIMEP_clean,Kr,S50
-3.1785520806022514,4.865,9.82,9.652,10.751,AMIMEP_clean,Kr,S50
-4.153151830164158,4.254,-1.393,9.558,9.876,AMIMEP_clean,Kr,S50
-7.5510983633268,2.862,0.112,10.514,8.499,AMIMEP_clean,Kr,S50
-4.566110318261018,4.089,-0.555,9.52,9.523,AMIMEP_clean,Kr,S50
-5.238826153193736,3.953,-1.148,9.423,9.248,AMIMEP_clean,Kr,S50
-13.353726658652768,1.841,3.397,14.294,8.589,AMIMEP_clean,Kr,S50
-14.126580603075523,1.858,3.067,14.411,8.653,AMIMEP_clean,Kr,S50
-13.063839826463338,1.837,5.977,14.294,8.582,AMIMEP_clean,Kr,S50
-18.396984312028977,2.122,5.697,13.875,8.556,AMIMEP_clean,Kr,S50
-17.55187004935122,1.930,5.707,14.171,8.417,AMIMEP_clean,Kr,S50
-24.71510941517198,2.483,11.504,1.891,2.926,AMIMEP_clean,Kr,S50
-24.680382742473405,2.507,11.625,1.898,2.909,AMIMEP_clean,Kr,S50
-19.621152912746957,2.132,5.725,3.639,10.183,AMIMEP_clean,Kr,S50
-19.537216282949167,2.213,5.664,3.684,10.252,AMIMEP_clean,Kr,S50
-19.54823417384693,2.010,5.526,3.41,10.155,AMIMEP_clean,Kr,S50
-19.602818434195612,2.304,5.328,3.766,10.296,AMIMEP_clean,Kr,S50
-19.86896896579423,2.265,5.315,3.715,10.277,AMIMEP_clean,Kr,S50
-16.97339082203234,2.423,5.934,4.097,10.268,AMIMEP_clean,Kr,S50
-16.34911878112164,2.575,5.918,4.128,10.426,AMIMEP_clean,Kr,S50
-16.930479337957546,2.422,6.119,4.064,10.277,AMIMEP_clean,Kr,S50
-17.27273352554463,2.327,6.115,4.047,10.176,AMIMEP_clean,Kr,S50
-16.681106353285376,2.539,5.894,4.086,10.41,AMIMEP_clean,Kr,S50
-17.927303321804324,1.989,5.037,4.07,9.705,AMIMEP_clean,Kr,S50
-15.963316351363659,2.663,5.585,4.23,10.477,AMIMEP_clean,Kr,S50
-18.119483706975377,2.150,5.413,4.162,9.905,AMIMEP_clean,Kr,S50
-16.467542604303535,2.548,5.585,4.21,10.356,AMIMEP_clean,Kr,S50
-16.587266518469452,2.569,5.37,4.242,10.348,AMIMEP_clean,Kr,S50
-15.945050558561295,2.693,5.446,4.254,10.491,AMIMEP_clean,Kr,S50
-17.55434552790379,2.382,5.264,4.222,10.127,AMIMEP_clean,Kr,S50
-16.848566616579145,2.602,5.405,4.143,10.447,AMIMEP_clean,Kr,S50
-14.482428991648224,1.859,4.944,4.114,9.481,AMIMEP_clean,Kr,S50
-17.41781910086426,2.461,5.313,4.165,10.262,AMIMEP_clean,Kr,S50
-16.325286660114195,2.360,6.916,4.113,10.251,AMIMEP_clean,Kr,S50
-15.735511879851718,2.464,6.702,4.19,10.33,AMIMEP_clean,Kr,S50
-16.911248166611404,2.007,6.31,4.034,9.852,AMIMEP_clean,Kr,S50
-15.378798492853477,2.516,7.073,4.24,10.369,AMIMEP_clean,Kr,S50
-15.45481073709964,2.499,6.951,4.23,10.351,AMIMEP_clean,Kr,S50
-17.77222649722014,2.120,8.072,3.928,9.922,AMIMEP_clean,Kr,S50
-16.88733809638326,2.447,7.798,4.087,10.296,AMIMEP_clean,Kr,S50
-15.331985151483655,2.517,6.9,4.244,10.366,AMIMEP_clean,Kr,S50
-7.036830701051312,3.069,1.884,6.994,10.728,AMIMEP_clean,Kr,S50
-6.417741237870647,3.215,1.895,7.101,10.834,AMIMEP_clean,Kr,S50
-5.103317473471353,3.573,1.997,7.427,11.033,AMIMEP_clean,Kr,S50
-5.919022847968398,3.344,1.928,7.212,10.903,AMIMEP_clean,Kr,S50
-6.370166775464205,3.226,1.919,7.12,10.821,AMIMEP_clean,Kr,S50
-12.401521260746874,1.864,2.074,6.83,8.749,AMIMEP_clean,Kr,S50
-3.623723592787687,4.468,0.552,9.59,10.121,AMIMEP_clean,Kr,S50
-2.6364625848782084,5.491,1.797,9.78,11.482,AMIMEP_clean,Kr,S50
-3.760926522232476,4.407,0.483,9.578,10.011,AMIMEP_clean,Kr,S50
-14.694285666165984,2.155,4.253,5.73,9.363,AMIMEP_clean,Kr,S50
-14.804779817674712,2.179,4.295,5.59,9.466,AMIMEP_clean,Kr,S50
-10.00403700315253,1.840,4.134,5.893,8.837,AMIMEP_clean,Kr,S50
-15.21227893761047,2.032,4.522,5.147,9.512,AMIMEP_clean,Kr,S50
-4.979721467505844,3.956,5.734,6.712,11.499,AMIMEP_clean,Kr,S50
-12.235875029261987,3.032,5.424,4.729,10.881,AMIMEP_clean,Kr,S50
-6.062993920281943,3.733,6.47,6.129,11.451,AMIMEP_clean,Kr,S50
-7.327114594018726,3.508,5.017,5.936,11.161,AMIMEP_clean,Kr,S50
-12.579237466808573,3.016,5.449,4.664,10.866,AMIMEP_clean,Kr,S50
-11.82279979749889,3.048,5.795,4.722,10.939,AMIMEP_clean,Kr,S50
-5.874990816487364,3.770,6.506,6.203,11.466,AMIMEP_clean,Kr,S50
-14.379847425070679,1.911,7.411,4.774,9.639,AMIMEP_clean,Kr,S50
-6.615164811751166,3.797,7.518,5.914,11.43,AMIMEP_clean,Kr,S50
-13.406170115113035,2.819,7.164,4.466,10.648,AMIMEP_clean,Kr,S50
-11.274201106638351,2.928,7.655,4.999,10.624,AMIMEP_clean,Kr,S50
-11.960645199703817,2.550,7.863,5.417,10.071,AMIMEP_clean,Kr,S50
-11.858626779066318,3.081,6.842,4.625,10.975,AMIMEP_clean,Kr,S50
-11.499065454770099,3.127,7.446,4.762,10.906,AMIMEP_clean,Kr,S50
-11.108616660072848,3.039,7.609,4.943,10.76,AMIMEP_clean,Kr,S50
-7.04417347642895,3.719,7.518,5.776,11.381,AMIMEP_clean,Kr,S50
-7.358182342566283,3.685,7.188,5.636,11.448,AMIMEP_clean,Kr,S50
-12.210830163946758,3.046,7.315,4.621,10.854,AMIMEP_clean,Kr,S50
-6.379840883240074,3.697,6.639,5.987,11.447,AMIMEP_clean,Kr,S50
-6.331132058971141,3.859,7.349,5.986,11.516,AMIMEP_clean,Kr,S50
-8.645812781099284,3.492,7.434,5.321,11.247,AMIMEP_clean,Kr,S50
-8.022980164853584,3.591,7.149,5.442,11.392,AMIMEP_clean,Kr,S50
-10.621593517070107,3.233,6.679,4.837,11.145,AMIMEP_clean,Kr,S50
-8.769563366881943,3.462,6.981,5.243,11.314,AMIMEP_clean,Kr,S50
-13.88226591095706,2.103,8.161,5.77,9.313,AMIMEP_clean,Kr,S50
-12.657183417294771,3.002,7.476,4.57,10.817,AMIMEP_clean,Kr,S50
-5.352214978836595,4.086,7.543,6.399,11.61,AMIMEP_clean,Kr,S50
-4.170611539689158,4.215,-0.049,9.554,9.735,AMIMEP_clean,Kr,S50
-3.4090166910820745,4.751,2.626,11.045,10.956,AMIMEP_clean,Kr,S50
-7.695596826196287,3.237,2.057,12.742,10.418,AMIMEP_clean,Kr,S50
-14.816475876794794,2.470,2.683,13.622,9.311,AMIMEP_clean,Kr,S50
-3.614345780176576,4.611,2.588,11.241,10.942,AMIMEP_clean,Kr,S50
-10.241816315415761,2.845,2.095,13.167,10.108,AMIMEP_clean,Kr,S50
-11.050661903517357,2.746,2.138,13.275,10.002,AMIMEP_clean,Kr,S50
-12.935947950758786,2.672,2.791,13.358,9.39,AMIMEP_clean,Kr,S50
-16.607948832308864,2.350,2.767,13.814,9.097,AMIMEP_clean,Kr,S50
-10.972264647603248,1.840,8.344,12.825,9.329,AMIMEP_clean,Kr,S50
-6.344274787479149,3.187,8.808,11.416,9.881,AMIMEP_clean,Kr,S50
-13.164512336816589,2.285,6.605,13.307,9.426,AMIMEP_clean,Kr,S50
-9.395547961217522,2.945,6.22,12.872,9.801,AMIMEP_clean,Kr,S50
-5.377314309635153,3.740,6.432,12.135,10.576,AMIMEP_clean,Kr,S50
-2.7336279037328364,5.423,6.949,10.595,11.899,AMIMEP_clean,Kr,S50
-12.764398017560481,2.551,6.131,13.303,9.432,AMIMEP_clean,Kr,S50
-2.821196869718338,5.129,-0.849,10.615,12.348,AMIMEP_clean,Kr,S50
-2.769275210483019,5.079,-1.442,10.534,12.172,AMIMEP_clean,Kr,S50
-2.6749207500340075,5.084,-0.683,9.784,11.525,AMIMEP_clean,Kr,S50
-2.7432821028218974,5.155,-1.44,10.485,12.232,AMIMEP_clean,Kr,S50
-2.5379920869354846,5.477,0.009,9.866,12.111,AMIMEP_clean,Kr,S50
-4.044195621556111,4.066,0.957,11.589,11.386,AMIMEP_clean,Kr,S50
-4.88582223639444,3.427,-1.378,11.65,10.941,AMIMEP_clean,Kr,S50
-2.543112633206543,5.555,-0.428,9.877,12.278,AMIMEP_clean,Kr,S50
-2.533703998384609,5.491,-1.007,9.853,12.17,AMIMEP_clean,Kr,S50
-2.654455730349171,5.169,0.185,10.253,12.013,AMIMEP_clean,Kr,S50
-2.5336644414364304,5.486,-1.065,9.852,12.16,AMIMEP_clean,Kr,S50
-2.614310447121667,5.238,0.195,10.146,12.024,AMIMEP_clean,Kr,S50
-3.1528834989006334,4.665,-0.213,11.01,12.034,AMIMEP_clean,Kr,S50
-2.787091534534246,4.953,0.4,10.498,11.887,AMIMEP_clean,Kr,S50
-3.800200821053732,4.227,0.956,11.463,11.505,AMIMEP_clean,Kr,S50
-2.5842244069941684,5.438,-0.526,10.076,12.304,AMIMEP_clean,Kr,S50
-2.538770537719865,5.452,-1.033,9.846,12.108,AMIMEP_clean,Kr,S50
-2.813703831972612,5.145,-0.87,10.602,12.358,AMIMEP_clean,Kr,S50
-2.8178662714271043,5.109,-1.149,10.622,12.313,AMIMEP_clean,Kr,S50
-5.700861911245373,3.696,1.956,12.298,10.867,AMIMEP_clean,Kr,S50
-4.413608785674204,4.034,1.531,11.807,11.251,AMIMEP_clean,Kr,S50
-4.973842170517695,3.941,1.934,12.064,11.067,AMIMEP_clean,Kr,S50
-3.8735654293521984,4.197,1.048,11.509,11.464,AMIMEP_clean,Kr,S50
-3.7857890313873743,4.242,1.23,11.452,11.412,AMIMEP_clean,Kr,S50
-4.890503571508967,3.967,1.962,12.029,11.062,AMIMEP_clean,Kr,S50
-2.543446439963622,5.466,-1.497,9.836,12.09,AMIMEP_clean,Kr,S50
-2.6446178866376227,5.497,9.235,9.762,11.626,AMIMEP_clean,Kr,S50
-2.6704200588662705,5.224,10.1,9.745,11.528,AMIMEP_clean,Kr,S50
-2.68638513423961,5.200,-1.646,10.372,12.177,AMIMEP_clean,Kr,S50
-2.825731091561952,4.886,-0.749,9.742,11.189,AMIMEP_clean,Kr,S50
-2.607232556518355,5.301,10.143,10.136,12.022,AMIMEP_clean,Kr,S50
-2.9465228273036903,4.743,-1.453,10.757,11.917,AMIMEP_clean,Kr,S50
-2.727597750790781,5.002,-0.71,9.765,11.387,AMIMEP_clean,Kr,S50
-2.5853075152594007,5.273,-1.153,9.803,11.818,AMIMEP_clean,Kr,S50
-2.5584813924608656,5.462,10.273,9.812,11.98,AMIMEP_clean,Kr,S50
-2.617809349336205,5.286,10.211,10.167,12.045,AMIMEP_clean,Kr,S50
-2.59505749345668,5.529,9.414,9.779,11.77,AMIMEP_clean,Kr,S50
-2.5712056422428247,5.487,9.803,9.788,11.864,AMIMEP_clean,Kr,S50
-2.61080896896484,5.449,1.508,9.803,11.589,AMIMEP_clean,Kr,S50
-3.3024816535153745,4.729,9.171,11.34,12.246,AMIMEP_clean,Kr,S50
-9.207935790526285,2.548,9.455,12.625,10.441,AMIMEP_clean,Kr,S50
-11.487562634848723,2.214,8.919,13.395,10.658,AMIMEP_clean,Kr,S50
-3.6931448082065637,4.574,8.889,11.735,12.368,AMIMEP_clean,Kr,S50
-2.7367207180178252,5.159,9.134,10.459,11.944,AMIMEP_clean,Kr,S50
-7.269480855452634,2.898,9.415,12.245,10.546,AMIMEP_clean,Kr,S50
-3.6746825815018,4.581,8.832,11.721,12.361,AMIMEP_clean,Kr,S50
-2.6074732025563856,5.548,9.225,9.767,11.73,AMIMEP_clean,Kr,S50
-2.889654999489796,5.029,-1.373,10.738,12.317,AMIMEP_clean,Kr,S50
-16.650572732839358,1.867,4.735,3.248,10.638,AMIMEP_clean,Kr,S50
-6.61391349887112,3.166,1.883,7.054,10.819,AMIMEP_clean,Kr,S50
-5.661740422058973,3.415,1.948,7.261,10.962,AMIMEP_clean,Kr,S50
-5.448571324890581,3.478,1.969,7.31,11.005,AMIMEP_clean,Kr,S50
-7.600413024614698,2.912,1.754,6.816,10.815,AMIMEP_clean,Kr,S50
-19.558538123419655,2.035,4.753,3.476,10.763,AMIMEP_clean,Kr,S50
-18.71775646029307,1.950,4.739,3.363,10.707,AMIMEP_clean,Kr,S50
-9.66118631780008,2.944,4.181,5.435,11.481,AMIMEP_clean,Kr,S50
-16.24981641037549,2.263,3.67,4.364,11.682,AMIMEP_clean,Kr,S50
-13.36309010664589,2.535,3.414,4.934,11.835,AMIMEP_clean,Kr,S50
-14.198657414926407,2.440,3.314,4.815,11.85,AMIMEP_clean,Kr,S50
-9.503507366777422,2.965,3.241,5.652,11.922,AMIMEP_clean,Kr,S50
-10.23879470290306,2.875,4.216,5.307,11.46,AMIMEP_clean,Kr,S50
-14.019204922789461,2.484,4.022,4.683,11.535,AMIMEP_clean,Kr,S50
-16.418631311148793,2.271,3.895,4.304,11.564,AMIMEP_clean,Kr,S50
-9.457174533558614,2.975,3.312,5.649,11.906,AMIMEP_clean,Kr,S50
-15.369164852356185,2.341,3.54,4.562,11.763,AMIMEP_clean,Kr,S50
-15.228749720683135,2.362,3.518,4.592,11.775,AMIMEP_clean,Kr,S50
-10.615971051843188,2.884,4.568,5.154,11.307,AMIMEP_clean,Kr,S50
-17.070365495248605,2.471,4.867,4.037,11.118,AMIMEP_clean,Kr,S50
-17.930091562142135,2.389,4.771,3.926,11.153,AMIMEP_clean,Kr,S50
-13.100328379432701,2.598,4.346,4.753,11.397,AMIMEP_clean,Kr,S50
-3.0809253898757625,4.989,3.006,8.232,12.238,AMIMEP_clean,Kr,S50
-3.0044906191227527,5.050,2.879,8.323,12.249,AMIMEP_clean,Kr,S50
-3.2386238519869717,4.842,2.977,8.071,12.24,AMIMEP_clean,Kr,S50
-9.070750359123128,3.025,3.212,5.746,11.939,AMIMEP_clean,Kr,S50
-5.468695519264891,3.475,1.962,7.322,10.976,AMIMEP_clean,Kr,S50
-3.0367420574848505,5.031,3.033,8.283,12.229,AMIMEP_clean,Kr,S50
-3.2859358403114842,4.812,2.945,8.024,12.242,AMIMEP_clean,Kr,S50
-3.261348280665974,4.833,2.979,8.047,12.237,AMIMEP_clean,Kr,S50
-3.919564059301018,4.477,8.029,7.176,12.029,AMIMEP_clean,Kr,S50
-5.180757340280455,3.969,8.008,6.479,11.774,AMIMEP_clean,Kr,S50
-3.8593753909551713,4.504,8.038,7.222,12.039,AMIMEP_clean,Kr,S50
-4.515670927015457,4.276,7.775,6.802,11.821,AMIMEP_clean,Kr,S50
-2.8692661587605612,5.116,9.433,8.391,12.861,AMIMEP_clean,Kr,S50
-2.96885468834037,5.104,8.657,8.138,12.629,AMIMEP_clean,Kr,S50
-8.911514913976173,2.083,9.736,5.884,10.803,AMIMEP_clean,Kr,S50
-3.0464988865720812,4.999,8.663,8.016,12.586,AMIMEP_clean,Kr,S50
-4.656509436127855,3.227,-0.409,7.439,11.592,AMIMEP_clean,Kr,S50
-8.189571146737425,2.195,-1.28,6.382,11.159,AMIMEP_clean,Kr,S50
-2.839295879162406,4.600,-0.862,8.447,12.553,AMIMEP_clean,Kr,S50
-2.832865370366301,5.077,9.936,8.488,12.92,AMIMEP_clean,Kr,S50
-2.9163505810630377,5.174,8.898,8.262,12.777,AMIMEP_clean,Kr,S50
-2.5929324043183737,5.339,-0.442,9.163,12.843,AMIMEP_clean,Kr,S50
-2.715458591929261,5.267,8.848,8.589,12.552,AMIMEP_clean,Kr,S50
-2.8527768688127795,5.240,8.675,8.329,12.665,AMIMEP_clean,Kr,S50
-2.8944084072843976,5.211,8.747,8.279,12.719,AMIMEP_clean,Kr,S50
-2.6855695774776622,5.193,-1.114,8.894,12.933,AMIMEP_clean,Kr,S50
-2.6658575862764886,5.230,-0.872,8.96,12.926,AMIMEP_clean,Kr,S50
-2.521134332402006,5.320,-1.446,9.447,12.417,AMIMEP_clean,Kr,S50
-2.574352438836026,5.294,9.15,8.973,12.336,AMIMEP_clean,Kr,S50
-2.519675117975363,5.381,10.274,9.616,12.139,AMIMEP_clean,Kr,S50
-10.444343403560602,2.089,9.045,5.217,10.715,AMIMEP_clean,Kr,S50
-5.145467073428158,3.973,8.028,6.495,11.788,AMIMEP_clean,Kr,S50
-3.910996168294516,4.432,8.185,7.177,12.09,AMIMEP_clean,Kr,S50
-3.86020132613965,4.501,8.06,7.219,12.056,AMIMEP_clean,Kr,S50
-2.5538447007734586,5.445,0.646,9.293,12.688,AMIMEP_clean,Kr,S50
-6.044623158537972,3.279,1.833,7.188,10.899,AMIMEP_clean,Kr,S50
-2.563493225902925,5.498,0.146,9.336,12.834,AMIMEP_clean,Kr,S50
-3.6901784911666673,4.538,8.27,7.343,12.191,AMIMEP_clean,Kr,S50
-3.5837519809904737,4.619,8.214,7.426,12.2,AMIMEP_clean,Kr,S50
-2.6715441808932385,5.340,8.616,8.67,12.435,AMIMEP_clean,Kr,S50
-2.7197018353884403,5.440,0.874,9.009,13.09,AMIMEP_clean,Kr,S50
-6.772215704048064,3.453,0.211,6.345,13.228,AMIMEP_clean,Kr,S50
-2.896825794256255,5.217,0.451,8.688,13.278,AMIMEP_clean,Kr,S50
-2.72246819469881,5.475,0.446,9.067,13.183,AMIMEP_clean,Kr,S50
-2.7266358223047265,5.453,0.708,9.022,13.146,AMIMEP_clean,Kr,S50
-2.6138482610816594,5.582,2.558,9.024,12.249,AMIMEP_clean,Kr,S50
-7.765221308546583,3.213,1.149,6.134,12.794,AMIMEP_clean,Kr,S50
-7.10661973951045,3.351,0.584,6.272,13.069,AMIMEP_clean,Kr,S50
-3.877824618315073,4.489,-0.146,7.648,13.467,AMIMEP_clean,Kr,S50
-2.8052791534653525,5.205,2.344,8.601,12.382,AMIMEP_clean,Kr,S50
-2.7664394762410383,5.195,-0.736,8.815,13.107,AMIMEP_clean,Kr,S50
-2.6161610344138535,5.463,0.476,9.207,12.924,AMIMEP_clean,Kr,S50
-2.740237607329003,5.396,0.848,8.95,13.107,AMIMEP_clean,Kr,S50
-2.743407944007996,5.468,0.539,9.032,13.202,AMIMEP_clean,Kr,S50
-3.163355657555554,4.935,0.25,8.306,13.35,AMIMEP_clean,Kr,S50
-2.6190981342718995,5.487,0.267,9.235,12.967,AMIMEP_clean,Kr,S50
-3.02970757822924,5.067,9.324,8.196,12.976,AMIMEP_clean,Kr,S50
-3.1451290725063843,4.953,9.67,8.105,13.097,AMIMEP_clean,Kr,S50
-8.475543692801962,2.780,9.788,5.722,12.278,AMIMEP_clean,Kr,S50
-5.8620758667397075,3.530,8.75,6.255,12.115,AMIMEP_clean,Kr,S50
-3.9458569496834732,4.163,9.707,7.272,12.815,AMIMEP_clean,Kr,S50
-7.741573061323554,2.943,9.562,5.849,12.26,AMIMEP_clean,Kr,S50
-5.410198178709198,3.654,8.783,6.428,12.188,AMIMEP_clean,Kr,S50
-3.0919944221416547,5.022,9.544,8.163,13.072,AMIMEP_clean,Kr,S50
-3.087037610420033,5.028,9.504,8.164,13.059,AMIMEP_clean,Kr,S50
-3.0236401743520496,5.029,9.738,8.253,13.067,AMIMEP_clean,Kr,S50
-2.9700459729098045,5.046,9.785,8.318,13.034,AMIMEP_clean,Kr,S50
-2.925412074424317,5.081,9.575,8.346,12.945,AMIMEP_clean,Kr,S50
-14.240527548176994,2.076,1.468,14.18,10.683,AMIMEP_clean,Kr,S50
-14.087107841462071,1.998,1.415,14.295,10.713,AMIMEP_clean,Kr,S50
-10.764952320511258,2.740,2.019,13.294,10.196,AMIMEP_clean,Kr,S50
-12.878390994353529,1.847,8.319,14.41,11.174,AMIMEP_clean,Kr,S50
-8.284983977926403,2.857,8.74,13.288,11.521,AMIMEP_clean,Kr,S50
-2.915201172297374,5.232,6.819,10.993,12.072,AMIMEP_clean,Kr,S50
-5.916803139945739,3.535,6.493,12.385,10.624,AMIMEP_clean,Kr,S50
-4.970082833625907,4.019,7.739,12.654,12.466,AMIMEP_clean,Kr,S50
-8.617738461813316,2.991,7.775,13.684,11.989,AMIMEP_clean,Kr,S50
-4.224127704222251,4.434,7.707,12.223,12.621,AMIMEP_clean,Kr,S50
-2.970099576015619,5.141,6.989,11.076,12.11,AMIMEP_clean,Kr,S50
-13.216306397051254,2.244,6.58,13.844,10.295,AMIMEP_clean,Kr,S50
-5.988932330140327,3.698,7.908,13.077,12.442,AMIMEP_clean,Kr,S50
-4.44340120658354,4.330,8.299,12.326,12.652,AMIMEP_clean,Kr,S50
