Ev(kJ/mol),Rv(A),x,y,z
-4.021866144934773,4.551,10.061,5.794,12.835
-9.643660191384866,2.740,11.106,6.4,11.062
-3.7266780417173564,4.811,10.433,6.014,13.3
-11.685054858556192,2.447,13.103,6.459,11.276
-5.333194952366035,4.364,11.91,6.796,13.099
-4.860645772389134,4.058,10.189,5.866,12.304
-7.043272699918385,3.982,12.486,7.202,12.594
-3.8077250373352136,5.094,11.053,6.352,13.793
-7.4429153381051885,3.494,12.145,7.015,12.072
-3.7764173105311194,5.128,11.012,6.357,13.815
-6.489606427813659,4.075,12.286,7.101,12.717
-3.8917751543426675,5.044,11.123,6.405,13.748
-4.102814869855958,4.910,11.275,6.487,13.628
-6.5535557494000445,4.088,12.34,7.116,12.733
-3.9411220448168494,5.019,11.149,6.437,13.721
-4.318117798597568,4.802,11.4,6.576,13.522
-3.8684566177854105,5.063,11.1,6.408,13.761
-5.488431664250652,4.359,11.948,6.897,13.062
-5.109382240261685,4.477,11.784,6.808,13.19
-11.341715862364929,3.291,13.659,7.666,11.489
-12.338661147251903,2.948,13.704,7.571,11.113
-12.152011735803333,3.162,13.889,7.716,11.259
-12.225748878730169,3.150,13.902,7.699,11.236
-11.996476215610503,3.200,13.846,7.708,11.306
-4.849415128362784,4.106,9.974,5.752,12.25
-4.176248531835716,4.498,9.81,5.661,12.642
-9.638593501109279,3.638,13.228,7.624,11.991
-8.758393824728826,3.070,12.038,6.957,11.586
-7.477372034660215,3.911,12.622,7.281,12.486
-10.729679566642062,2.609,10.614,6.146,10.68
-12.97897815631812,2.509,10.07,5.828,10.116
-16.066991353292227,2.544,9.615,5.545,9.579
-13.252190641550436,2.971,9.335,5.393,10.019
-14.485358906621487,2.861,14.628,7.844,10.432
-13.908986487770298,2.976,14.484,7.884,10.642
-16.819847956312497,2.425,15.118,7.561,9.613
-14.729867258530813,2.677,14.383,7.753,10.369
-15.40168145329376,2.491,14.418,7.676,10.142
-12.968146089344884,3.076,14.137,7.787,11.006
-17.089781921641094,2.248,15.576,7.379,8.858
-17.325878414903393,2.326,15.59,7.427,8.969
-17.239018030006168,2.289,15.61,7.397,8.88
-17.253855737195114,2.296,15.568,7.393,8.996
-17.10912976300504,2.388,15.302,7.522,9.395
-17.242569306136446,2.308,15.429,7.424,9.2
-19.01516394327249,2.597,9.314,5.385,9.131
-17.236948548871823,2.208,16.059,7.326,8.369
-16.438160555291038,2.137,17.227,6.423,6.546
-10.965934846915426,3.114,17.858,8.006,7.059
-15.039734055448168,2.308,17.744,7.176,7.238
-17.37300825560117,2.259,21.213,7.382,8.423
-11.916042559579815,2.244,7.991,6.302,10.312
-21.59264085594246,2.222,9.314,5.574,8.355
-12.97039066092337,3.373,22.868,8.307,11.066
-20.84301119931483,2.396,9.314,5.49,8.766
-19.77915115303952,2.495,9.302,5.456,8.993
-13.688044083246048,2.990,23.267,8.534,10.745
-21.389827841457624,2.175,9.304,5.604,8.257
-9.812649918480279,3.636,23.974,7.668,11.97
-9.734153334556742,3.645,24.001,7.655,11.988
-14.171759215652795,2.919,22.423,8.079,10.331
-21.023428827712426,2.161,9.345,5.64,8.331
-13.629913117941793,3.012,14.01,8.525,10.758
-11.21252336206439,2.079,10.728,6.421,10.198
-10.08148824989116,2.009,11.737,7.126,10.498
-13.488639805724153,2.967,13.846,8.442,10.824
-20.417337698871265,2.109,9.389,5.683,8.349
-11.941625174457222,3.226,13.627,8.12,11.33
-13.811960647719378,2.947,13.955,8.537,10.702
-13.010480430895303,3.371,14.416,8.322,11.042
-21.305466069942263,2.219,9.33,5.602,8.434
-9.7235233720801,3.642,13.253,7.643,11.986
-13.330059951801049,3.111,14.125,8.468,10.838
-9.819585171446686,3.635,13.283,7.669,11.969
-15.404908557478167,2.681,22.877,9.117,9.882
-13.27257494092269,3.320,22.325,8.63,10.595
-15.47221942563579,2.627,23.261,8.875,10.169
-15.289250091110125,2.690,23.22,8.885,10.221
-13.038408283709087,3.367,22.819,8.342,11.028
-15.418186802503602,2.672,23.202,8.926,10.17
-13.750627746541538,2.985,23.259,8.552,10.723
-16.007066545024923,2.584,23.132,9.091,9.925
-17.238561102410895,2.384,23.028,9.603,9.228
-16.12826756847339,2.572,22.772,9.429,9.456
-12.460410247787618,3.272,21.823,9.104,9.969
-13.065022367634148,3.338,22.072,8.777,10.406
-15.148292301478756,2.692,22.483,9.516,9.354
-13.128319600635006,3.331,22.127,8.745,10.448
-16.15324976640605,2.560,21.775,7.819,9.411
-12.007675257703815,3.448,21.514,9.07,9.968
-12.14027626478277,3.431,21.59,9.076,10.01
-10.732864633070378,3.625,21.085,9.339,9.615
-17.34479822343889,2.361,23.0,9.747,9.046
-17.303082350146955,2.316,23.042,9.781,8.971
-17.063817872766375,2.450,22.819,9.737,9.063
-17.352428243945674,2.334,23.004,9.807,8.959
-4.322496197249442,4.502,9.084,5.52,12.493
-5.5510150460697565,3.732,26.251,7.226,12.65
-10.444587868769663,2.566,25.505,7.972,11.498
-10.829950583139096,2.067,9.016,7.096,10.543
-3.9230277622303036,4.988,26.175,6.484,13.71
-3.8078643658971942,5.103,26.206,6.379,13.793
-3.860670327119552,4.655,27.152,5.828,12.989
-11.87778271793384,3.185,23.707,8.137,11.351
-10.947618408581413,3.281,23.934,7.976,11.597
-10.868456604691286,3.330,23.906,7.951,11.632
-9.298282318804675,3.690,24.12,7.592,12.088
-9.504301399795793,3.660,24.065,7.634,12.036
-9.565750208566197,3.662,24.041,7.636,12.025
-8.894864131296215,3.731,24.232,7.522,12.173
-17.66746646652279,1.997,9.309,5.948,8.768
-8.23564900182509,2.849,10.916,7.749,11.896
-10.513449241229253,2.081,11.033,8.216,11.204
-9.280083361464687,2.872,11.908,7.793,11.742
-6.25530169035952,3.423,10.941,7.408,12.392
-4.125121734587527,4.695,11.014,6.662,13.472
-3.868461914080289,5.023,11.037,6.472,13.747
-3.699419848477765,5.043,10.828,6.252,13.683
-4.12357653089845,4.535,9.79,5.658,12.681
-3.8363302523941742,5.054,11.029,6.443,13.77
-3.7532232393844223,5.130,10.992,6.349,13.827
-15.344850688400287,2.258,13.307,8.742,10.389
-10.953967206491704,3.354,13.411,7.941,11.616
-8.634081600788072,3.760,12.956,7.476,12.234
-9.324337891242505,3.684,13.144,7.592,12.084
-4.366299448908715,4.520,9.439,5.462,12.456
-4.526181896662866,4.505,9.312,5.388,12.346
-17.097987295913114,2.363,14.124,9.444,9.406
-17.09934218282985,2.291,14.049,9.455,9.39
-16.64606420509768,2.283,13.832,9.189,9.812
-16.108771538767968,2.556,14.09,9.113,9.928
-13.23164211305585,3.323,14.997,8.671,10.553
-17.24616657655412,2.357,14.187,9.58,9.226
-15.28029920383352,2.698,14.09,8.932,10.202
-13.306827140493112,3.322,14.813,8.573,10.705
-13.091892434454692,3.362,14.489,8.35,10.99
-17.330615508001863,2.416,15.812,7.548,8.79
-16.03947910553574,2.590,15.9,7.855,8.92
-9.973247004115262,3.481,16.59,9.045,8.909
-16.64785164328253,2.480,15.144,7.613,9.659
-17.04508612505577,2.476,15.885,7.642,8.772
-11.966972491744263,3.455,15.746,9.097,9.956
-11.041489037280252,3.584,16.069,9.283,9.697
-17.303390006107673,2.317,14.21,9.761,8.984
-17.405991067943024,2.350,22.9,9.942,8.795
-16.64327857356711,2.328,23.382,9.188,9.828
-16.16690206596708,2.535,23.203,9.11,9.94
-17.333071022417787,2.312,14.249,9.849,8.906
-17.284831661273504,2.302,14.213,9.82,8.944
-17.225197370811934,2.374,22.72,11.534,6.653
-13.883123727459393,1.996,13.974,11.881,6.446
-14.407530075596357,2.372,21.233,13.128,7.338
-16.87848183715874,2.292,22.649,11.603,6.819
-21.391915462977824,2.200,27.924,15.91,6.842
-21.188066032764898,2.152,27.927,15.887,6.998
-17.845104902750485,2.305,27.954,15.723,5.956
-16.85301578681978,2.214,27.943,15.554,5.841
-20.522085036471196,2.444,27.941,16.056,6.361
-21.438634198999054,2.166,27.945,15.912,7.02
-21.554483425416546,2.182,27.941,15.923,6.987
-12.688275247105748,2.010,13.466,13.029,5.389
-9.322752982547392,3.449,16.266,11.334,7.182
-21.984458661667873,2.193,27.947,15.977,7.021
-15.15997886921229,2.158,33.059,18.382,12.822
-18.25105142333529,2.635,32.389,18.716,13.211
-15.396427053287695,2.097,32.846,18.944,12.548
-21.464698857117558,2.169,31.603,18.243,12.67
-13.871053576641836,2.924,32.952,19.006,13.426
-19.436432696781758,2.045,31.471,18.163,12.491
-15.372686170552441,2.449,32.889,18.977,12.923
-17.226323328278493,2.102,32.506,18.781,12.622
-21.712758876968476,2.238,31.726,18.317,12.767
-15.764173766334682,2.799,32.705,18.879,13.346
-15.100541291127088,2.575,33.028,18.647,13.18
-18.153288802846372,1.998,31.424,18.132,12.424
-18.642110917842807,2.613,32.337,18.685,13.193
-3.8431518145002874,4.669,17.495,19.791,13.977
-4.752693098534664,4.410,34.801,20.14,14.193
-5.862789689747458,4.018,34.383,19.915,13.999
-6.576015324755334,3.706,34.247,19.834,13.717
-8.870229368944376,2.894,34.074,19.712,12.86
-14.289798481309681,2.560,33.212,18.618,13.167
-9.905044672280294,2.690,16.33,18.196,12.85
-10.881394436492117,2.881,33.736,18.863,13.359
-11.948775970629029,2.540,33.926,18.469,13.07
-4.583192269451084,4.483,34.888,20.145,14.244
-5.8015103715697816,4.269,18.622,18.323,12.974
-8.798374972756454,3.302,17.998,17.414,12.3
-8.774726122295569,3.026,17.36,17.769,12.581
-7.275248779971744,2.955,16.921,19.257,12.355
-5.19771483064861,4.420,18.582,18.592,13.177
-5.2371025034626095,4.433,18.628,18.583,13.148
-4.164606663111883,4.869,18.613,19.203,13.599
-15.819419160745877,2.396,17.619,15.734,10.289
-16.027890252338544,2.186,17.377,15.578,9.993
-9.030463349379582,2.850,20.718,18.262,12.896
-12.159758771517339,2.547,19.748,16.974,11.644
-9.418027418728334,3.216,19.231,17.265,12.108
-8.823846120210034,2.945,20.184,17.946,12.698
-9.757985158798343,2.713,20.84,18.169,12.832
-8.810915846728806,2.987,20.003,17.83,12.614
-8.953480214914071,2.917,20.214,17.932,12.688
-8.751958025022422,3.499,18.977,17.321,12.244
-6.744986522502345,3.189,20.891,19.502,12.907
-9.640522590113497,2.417,21.184,19.283,12.2
-4.1316059667485,4.486,20.201,19.818,13.997
-3.967943357694938,4.585,19.955,19.794,13.99
-7.932663529408314,3.152,19.97,18.046,12.776
-3.8641089541534024,4.771,19.249,19.553,13.851
-3.842150942130663,4.828,19.134,19.542,13.842
-3.7463634427311407,4.932,19.03,19.605,13.868
-3.7961725447605703,5.108,18.642,19.522,13.808
-3.8513835602632875,5.045,18.682,19.464,13.781
-8.814232705171477,3.538,18.9,17.281,12.22
-16.86937864804062,2.198,20.021,15.233,9.255
-16.945988184599045,2.212,20.021,15.211,9.207
-16.787011378811677,2.123,23.207,18.373,12.788
-13.721828081105821,2.522,22.499,18.562,13.139
-4.844421395520283,4.361,21.084,20.064,14.159
-4.783875810206412,4.401,21.065,20.075,14.194
-15.399932743819166,2.154,22.996,18.969,12.6
-16.686416274148222,2.599,23.173,18.673,13.198
-21.418895591838805,2.324,23.989,18.413,12.877
-21.55416794503421,2.207,24.18,18.296,12.724
-16.974556933382853,2.715,23.332,18.819,13.267
-18.381646690212932,2.606,32.363,18.729,13.191
-4.498127385157264,4.450,34.883,20.345,14.17
-4.463556108223335,4.456,34.895,20.375,14.167
-4.553183451726878,4.441,34.864,20.289,14.179
-4.220603321150602,4.591,35.048,20.362,14.266
-3.973466097499796,4.760,35.237,20.346,14.387
-2.8079315556018405,6.509,9.319,5.37,15.087
-2.8215814459602537,6.351,9.317,5.372,14.891
-3.0299140893798486,5.734,27.014,5.919,14.447
-3.1314726095726946,5.380,27.505,5.632,13.832
-4.41952386818828,4.460,34.907,20.418,14.159
-3.7654580618810596,5.134,26.241,6.353,13.834
-3.95828940307824,4.764,9.313,5.393,12.756
-3.4643165333209125,5.122,9.314,5.391,13.271
-3.006171909779102,5.776,18.631,20.49,14.482
-3.35966012948276,5.396,10.655,6.146,14.105
-3.7231788332144413,4.937,11.148,5.947,13.877
-3.4377221774385918,5.091,10.375,5.982,13.654
-4.2619722250535705,4.447,20.935,20.748,14.056
-2.9680071505716286,5.758,18.852,20.625,14.573
-4.477932725341857,4.443,20.994,20.366,14.169
-3.8800708778469746,4.643,11.405,5.057,14.053
-3.800243376244749,4.733,11.318,5.451,13.958
-2.8875504763242907,6.017,9.931,5.726,14.706
-3.5484429729943563,4.979,10.397,5.997,13.512
-3.512681066490587,5.285,10.8,6.233,13.987
-3.622679236939991,4.955,9.393,5.438,13.078
-17.10190639424188,2.640,23.377,18.887,13.214
-13.808426486097598,2.398,19.184,7.565,7.959
-7.299581403997925,3.966,18.654,9.189,8.118
-10.084754017197593,3.180,18.636,8.413,8.347
-13.904121596586196,2.486,18.614,7.741,8.667
-12.10847939409148,2.824,18.627,8.079,8.551
-10.332287364324314,3.140,18.631,8.388,8.431
-13.683994952792768,2.539,18.614,7.793,8.646
-5.928179535591707,4.938,18.656,10.135,7.8
-7.276080965211948,3.371,33.853,20.366,13.522
-11.132794545388052,2.585,33.068,20.434,13.024
-7.141379936659394,3.384,33.876,20.439,13.515
-5.471316155890621,4.215,25.219,6.678,13.066
-10.346070249231733,2.664,33.179,20.718,13.008
-8.723364063800991,3.128,24.086,6.444,12.456
-8.973528298286814,2.925,24.04,5.876,12.657
-10.324347985413493,2.642,23.855,4.735,12.95
-10.57266522594955,2.627,33.138,20.701,12.989
-6.629541346543415,3.390,12.629,5.171,13.255
-5.744489229740863,3.715,21.63,20.806,13.61
-6.977362868951994,3.298,12.72,5.099,13.228
-13.937516835938494,2.522,23.124,19.571,13.123
-8.096082683934359,3.071,13.0,5.689,12.817
-6.05826052812874,3.580,12.439,4.871,13.472
-9.926490825366038,2.693,13.342,4.97,12.898
-9.163015490450194,2.849,13.225,5.599,12.715
-5.401811013612771,3.848,21.503,20.796,13.694
-13.833031801527026,2.252,14.272,6.823,11.102
-8.836511360062838,3.290,13.186,6.876,12.296
-6.538703119644441,3.643,12.553,6.384,12.84
-3.929174792067698,4.999,11.163,6.401,13.733
-9.465616001677795,3.644,13.209,7.579,12.055
-7.341131467520335,3.943,12.587,7.261,12.536
-13.984621527704718,2.947,14.517,7.86,10.634
-11.355699217184894,2.268,27.931,9.337,12.273
-5.798727383924418,3.451,26.863,7.795,12.852
-3.9073431268630787,4.641,10.38,7.179,13.91
-9.821827848651484,2.597,27.803,9.061,12.553
-3.8477377345524495,4.727,26.733,7.008,13.878
-3.8611696014280605,4.682,26.862,7.129,13.923
-4.748258252292547,4.415,27.936,8.189,14.202
-5.2341201483996445,3.830,10.882,7.227,12.81
-3.8776312335878895,4.854,10.859,6.717,13.763
-3.847943136909861,4.710,10.457,7.067,13.912
-6.513843496288543,3.247,10.701,7.689,12.45
-4.579803739727951,4.168,10.754,7.164,13.239
-6.670677100662087,3.192,10.684,7.73,12.414
-8.388522775073662,2.997,27.92,8.953,12.942
-4.058708696058348,4.573,28.394,7.637,14.146
-3.8856289465655585,4.676,10.457,7.102,13.892
-4.255386675071453,4.478,27.546,7.796,14.112
-3.810132614891427,4.761,26.738,6.975,13.9
-3.8884332779330695,4.775,26.516,6.848,13.788
-5.519903103499164,3.603,26.636,7.571,12.846
-7.010141917773545,3.084,26.585,7.816,12.347
-17.114900999443503,2.218,22.906,10.152,8.731
-13.885600779985637,2.530,27.367,10.235,13.136
-11.573172666293159,3.073,27.853,9.985,13.516
-21.380574932294206,2.187,27.93,11.804,12.696
-19.215908198767796,2.549,27.959,11.125,13.126
-20.938470460000293,2.139,27.927,11.848,12.635
-18.698490270981107,2.598,27.959,11.052,13.176
-21.3391476596722,2.335,27.941,11.545,12.889
-4.909720940495639,4.354,27.938,8.267,14.175
-5.44176508136905,3.784,26.846,8.127,13.588
-9.159418816003043,3.274,27.957,9.489,13.534
-7.592913215070727,3.643,27.957,9.194,13.829
-12.407164509685247,2.542,27.095,9.909,13.107
-7.439045049194639,3.188,26.098,8.394,13.014
-10.608182315518537,3.213,27.906,9.833,13.607
-12.170817829880855,2.543,27.037,9.847,13.095
-9.54595234465266,2.754,25.983,8.838,12.781
-4.0681999324610345,4.515,27.101,7.46,13.971
-9.644598649516691,3.339,27.957,9.655,13.67
-11.01806167193215,2.922,27.968,9.762,13.243
-10.633085913446022,3.224,27.962,9.837,13.604
-8.826264959035061,3.321,24.654,7.956,12.305
-9.156372387752608,2.867,25.635,8.587,12.672
-8.281519144242175,3.788,24.403,7.455,12.326
-8.633743557843962,3.755,24.3,7.492,12.244
-15.972747707664652,2.174,23.5,9.367,10.04
-13.997312843411866,2.880,23.322,8.64,10.703
-13.851679617128879,1.997,28.572,10.711,12.669
-21.635030662510395,2.211,27.941,11.807,12.729
-9.199130360332168,2.853,11.578,8.605,12.663
-14.664948893123888,2.598,28.327,10.394,13.184
-10.56952967883758,2.603,10.758,9.309,12.953
-12.536387253248586,2.911,28.143,10.115,13.402
-13.702409826811502,2.582,28.482,10.213,13.17
-13.87119982675055,2.589,28.448,10.248,13.176
-8.35470110575529,3.764,12.866,7.481,12.315
-8.956971335645209,3.385,12.743,7.889,12.24
-9.592000227899682,3.643,13.213,7.655,12.024
-7.551953513788382,3.901,12.653,7.32,12.498
-6.162721217926749,4.178,12.205,7.048,12.857
-14.08813382101173,2.129,21.863,12.04,8.078
-5.890402219728474,4.995,19.139,11.003,7.776
-5.788549921345097,5.176,18.989,10.909,7.718
-5.941229572274094,4.916,19.203,11.041,7.804
-5.842918796380044,5.074,19.057,10.996,7.728
-14.066769715369254,2.274,21.405,12.393,8.738
-14.050402159596198,2.260,21.395,12.435,8.719
-10.567283481603864,3.102,16.004,11.505,7.348
-13.197473130340093,2.628,16.161,12.197,8.632
-6.471253113155903,4.419,17.792,11.559,7.848
-7.173380593362186,4.038,17.509,11.924,7.671
-5.715610243788211,5.510,18.586,10.779,7.651
-16.95043457547594,2.484,19.895,8.437,10.866
-17.32480813631111,2.412,19.954,8.357,10.985
-17.31658093493911,2.393,19.8,8.378,10.952
-6.682915468539865,4.407,18.337,9.985,8.689
-17.207945350724334,2.171,18.338,8.301,10.934
-14.022148752644485,2.333,18.952,7.898,9.205
-14.359662750227123,2.404,17.972,8.269,9.935
-7.697075393940016,3.984,18.163,9.693,9.105
-11.91251053368256,3.096,19.49,9.045,10.053
-6.9012755362363265,4.299,18.967,9.932,8.808
-10.525423696920244,3.321,17.881,9.189,9.789
-17.35065024563534,2.260,18.325,8.389,10.911
-10.049870217019716,3.124,19.065,8.713,9.029
-6.032734699779653,4.902,18.831,10.319,8.232
-17.382666373647922,2.313,19.428,8.395,10.947
-6.178889156373329,4.781,18.963,10.23,8.329
-5.852233891832535,5.116,18.78,10.45,8.026
-17.28075057270248,2.211,18.592,8.364,10.956
-6.0035433525427155,4.939,18.879,10.336,8.188
-5.861339089194507,5.095,18.76,10.44,8.05
-15.911236816079592,2.623,19.861,8.577,10.677
-13.62017776416441,2.883,19.792,8.813,10.32
-20.56146193614213,2.023,31.318,18.078,12.523
-22.33628333091733,2.217,31.535,18.217,12.778
-17.173504438228626,2.280,20.271,8.171,11.235
-17.25240079937544,2.305,20.314,8.191,11.23
-15.998845026191509,2.101,20.792,7.852,11.313
-14.652760262690663,2.031,20.262,7.907,11.3
-17.094877205501177,2.399,20.826,8.17,11.235
-17.37554594429775,2.380,20.064,8.33,11.048
-14.971006446623155,2.713,20.706,8.56,10.7
-17.380392333337998,2.394,20.025,8.332,11.037
-17.22879308670291,2.288,20.232,8.187,11.212
-16.93200235184834,2.427,20.985,8.158,11.259
-15.173211283756828,2.718,21.837,8.148,11.313
-13.653859249147668,3.012,22.474,8.097,11.363
-13.700198197612599,3.001,22.453,8.101,11.361
-13.254402995647888,3.336,22.623,8.456,10.884
-14.632063587804007,2.742,20.758,8.596,10.653
-14.722561415466334,2.804,21.875,8.244,11.185
-6.010870313849517,5.012,19.12,10.408,8.086
-9.978072871026319,3.740,20.844,9.477,9.435
-5.727484310829318,5.386,18.676,10.626,7.778
-11.028616826152994,2.413,23.539,5.663,12.614
-20.868590128093125,2.286,31.809,18.594,13.088
-11.797299721882585,3.214,23.232,7.811,11.734
-13.468845660497895,3.030,22.565,8.067,11.406
-10.711873307422454,3.442,23.638,7.746,11.859
-18.415765061984583,2.530,23.576,18.806,13.187
-10.033674779744123,3.503,13.428,7.618,11.991
-13.752634889092171,3.020,14.867,8.153,11.271
-11.182561402346838,3.349,13.789,7.784,11.806
-13.778991163019384,2.983,14.852,8.123,11.327
-13.87128443290534,2.986,14.896,8.128,11.31
-17.410355517975447,2.343,17.223,8.28,11.088
-17.0294501352209,2.203,17.232,8.135,11.128
-15.40214835987151,2.675,17.482,8.651,10.593
-17.38027245786089,2.268,17.909,8.367,10.972
-17.37728158687837,2.393,17.239,8.335,11.032
-17.38151540495058,2.345,17.603,8.387,10.966
-17.094589062590455,2.463,17.275,8.413,10.923
-11.80425628141396,3.127,17.708,9.035,10.024
-13.881013051086711,2.854,17.467,8.787,10.359
-5.733784639817518,5.350,18.662,10.606,7.815
-14.131177417915602,2.930,15.009,8.132,11.302
-12.59895165568163,2.997,17.066,8.898,10.192
-17.104465249821985,2.412,16.512,8.232,11.198
-17.291717198546245,2.294,17.042,8.22,11.201
-16.781499432301235,2.460,16.194,8.174,11.244
-17.39637834779163,2.329,17.197,8.262,11.112
-16.084368070666535,2.572,16.433,8.394,10.952
-17.380757337789564,2.391,17.201,8.33,11.049
-16.741317753119617,2.476,16.21,8.2,11.223
-15.87565682202301,2.609,15.721,8.155,11.279
-16.244240527371954,2.551,15.885,8.159,11.274
-16.448004313650582,2.513,15.973,8.152,11.273
-11.171831275896052,3.567,16.033,9.262,9.729
-5.7240932334011445,5.442,18.515,10.699,7.737
-5.721069131062176,5.463,18.609,10.696,7.716
-7.863632295560645,3.934,18.08,9.666,9.161
-5.724323410111259,5.403,18.482,10.679,7.771
-5.995891402647347,5.047,18.088,10.464,8.056
-12.647732360585495,2.456,27.008,9.948,13.079
-13.762862138268623,3.002,22.805,8.794,11.335
-11.104765132171186,2.087,24.97,9.282,12.393
-14.531912651793043,2.143,23.142,9.635,11.498
-14.044992549013658,2.906,22.832,8.897,11.383
-13.250855983653476,3.190,22.787,8.571,11.152
-11.364506505572232,3.320,23.569,8.094,11.776
-13.403707672465837,3.120,22.793,8.653,11.22
-14.691955796100801,2.017,21.777,10.972,11.12
-17.36541741484498,2.405,21.466,10.713,11.037
-13.328874625870105,3.210,22.657,8.596,11.018
-14.05870016153899,2.942,22.719,8.899,11.319
-16.36765459604081,2.152,21.783,10.733,11.245
-16.56650019626254,2.147,21.672,10.886,11.097
-14.22013462531697,2.869,22.804,8.951,11.385
-13.857005194497917,2.986,22.773,8.825,11.327
-14.367822486915639,2.826,22.801,9.001,11.389
-17.26348097481388,2.311,21.824,10.402,11.243
-17.251926300709826,2.303,21.66,10.633,11.208
-14.430260830836186,2.773,21.263,10.337,10.517
-17.346867834710707,2.338,21.638,10.595,11.183
-17.379670879156713,2.334,21.592,10.627,11.148
-16.209286050932928,2.540,22.283,9.641,11.306
-16.710097698820977,2.456,22.137,9.866,11.285
-14.674413653375822,2.699,14.376,9.119,11.393
-15.392600236332225,2.347,14.251,9.473,11.437
-13.850079271365656,2.968,14.423,8.82,11.385
-13.956045398313883,2.956,14.464,8.862,11.359
-13.892943274854657,2.964,14.444,8.836,11.372
-13.26663330317237,3.164,14.437,8.585,11.202
-13.140192704974949,2.967,15.782,9.787,10.382
-17.38140789602796,2.385,15.727,10.645,11.09
-15.319524424188065,2.479,14.333,9.358,11.412
-16.405675705859355,2.512,15.018,9.721,11.298
-17.278190888586586,2.362,15.464,10.348,11.215
-17.045599973453584,2.455,15.686,10.452,11.014
-16.71809977480261,2.448,15.092,9.864,11.296
-16.317223030569767,2.554,15.766,10.383,10.859
-17.33005872355071,2.337,15.556,10.503,11.205
-14.428569382563088,2.864,14.577,9.03,11.326
-13.67676789903452,3.062,14.84,8.905,10.898
-17.370949241528773,2.393,15.747,10.659,11.073
-17.333604755563265,2.326,15.594,10.564,11.198
-11.456815157257223,3.274,16.078,9.705,9.975
-16.91741218299502,2.490,21.265,10.825,10.851
-16.465567809958944,2.135,21.667,10.912,11.086
-17.278794494621017,2.428,21.374,10.789,10.965
-17.301212070381773,2.382,21.217,11.007,10.924
-14.839135611418019,2.136,20.646,12.738,10.053
-17.341167517444845,2.257,20.741,11.792,10.919
-15.44559633479049,2.605,20.316,11.926,10.527
-17.136423953241145,2.465,19.979,13.108,10.939
-17.000296895251424,2.154,20.505,12.397,11.056
-17.3521182807746,2.260,20.427,12.329,10.962
-10.589913780656623,3.313,19.594,12.223,9.803
-17.260151810093713,2.432,20.004,13.136,10.973
-17.067121472335604,2.165,20.517,12.346,11.043
-12.638848843259439,3.016,19.685,12.561,10.165
-17.317697994553654,2.295,20.696,11.797,10.885
-17.29525744001514,2.310,20.524,12.044,10.883
-16.53574418506772,2.462,20.485,11.862,10.692
-16.765713411260652,2.428,20.465,11.948,10.737
-13.813228448949596,2.379,21.227,11.729,9.31
-5.724544856333076,5.384,18.766,10.763,7.763
-7.926638558779629,3.913,19.321,11.77,9.18
-9.134443821773266,3.606,20.195,10.711,9.501
-5.790183639462996,5.209,18.92,10.737,7.929
-17.36592456723383,2.295,20.97,11.402,10.92
-12.783834957729368,2.998,20.731,10.755,10.199
-7.055658721485307,4.251,19.654,10.72,8.837
-17.334470048331774,2.417,21.427,10.74,11.008
-10.08693441696026,3.413,20.411,10.62,9.72
-12.658643556449148,3.017,20.741,10.702,10.189
-11.472425295995084,3.185,20.596,10.666,9.991
-9.353065618266266,3.560,20.246,10.686,9.555
-11.028822447606114,3.248,20.607,10.547,9.91
-11.30376605994385,3.210,20.583,10.646,9.961
-17.301028213980427,2.361,16.178,11.19,10.897
-17.284546650274937,2.419,15.9,10.807,10.966
-10.554626143983453,3.308,16.898,10.91,9.79
-11.12972045941555,3.201,16.878,11.019,9.891
-17.37028676733163,2.366,15.97,10.952,10.969
-16.666131828707755,2.485,16.29,11.159,10.744
-15.246132391600785,2.697,16.257,10.831,10.562
-6.445324959238667,4.590,17.858,10.714,8.513
-6.217737656590617,4.829,17.923,10.474,8.26
-6.394608799849608,4.638,17.879,10.674,8.471
-17.30800698980477,2.421,15.835,10.72,11.007
-6.489156636899446,4.573,17.83,10.674,8.532
-12.466473425645129,3.032,16.124,10.08,10.211
-5.724095452590004,5.423,18.503,10.72,7.752
-17.15889601822919,2.448,17.233,13.048,10.922
-17.318484286114913,2.314,16.382,11.492,10.893
-9.818101277416933,3.464,17.753,12.14,9.658
-8.35631393200881,3.790,17.839,11.805,9.304
-8.899877196859572,3.656,17.81,11.946,9.452
-16.95449013672529,2.149,16.748,12.394,11.066
-17.100589138484953,2.163,16.601,12.063,11.019
-17.30204067967068,2.336,16.318,11.382,10.886
-10.03342194595813,3.423,17.736,12.172,9.704
-9.120113020212562,3.605,17.79,11.981,9.506
-10.433232991720075,3.086,17.2,12.212,9.33
-8.141492101492052,3.858,17.891,11.802,9.24
-7.881287433194395,3.939,17.95,11.807,9.149
-8.963068256581233,3.449,17.474,12.033,9.156
-7.251039825160648,4.166,18.063,11.686,8.914
-14.695423494130145,2.174,19.878,15.298,11.526
-10.119799442876088,3.550,18.68,16.804,11.948
-13.734720127922257,2.986,19.034,15.406,11.386
-13.505659124273787,3.016,19.002,15.508,11.425
-13.084718723321066,3.266,18.737,15.537,11.12
-13.386228993703021,3.118,18.884,15.423,11.229
-14.826485954021205,2.775,19.227,14.998,11.339
-14.310147364420935,2.863,19.146,15.211,11.375
-13.823884485479356,2.978,19.035,15.348,11.363
-16.147765546794023,2.554,19.491,14.456,11.259
